analysis_set,magic_prefix,magic_prefix_trades,magic_prefix_pf,magic_prefix_trade_rate,grp_trades,grp_pf,grp_traderate,grp_winrate,grp_net_profit,variable_count,variables,grouping_sampledates
RTH,12,5,2.8,50.0,4,1.71,40.0,50.0,0.49,1,above_PDO=true,2026.01.05 16:27:34; 2026.01.06 15:57:22; 2026.01.09 18:33:07; 2026.01.12 15:41:34
RTH,12,5,2.8,50.0,4,1.71,40.0,50.0,0.49,1,above_midpoint=true,2026.01.05 16:27:34; 2026.01.06 15:57:22; 2026.01.09 18:33:07; 2026.01.12 15:41:34
RTH,12,5,2.8,50.0,4,1.71,40.0,50.0,0.49,4,above_PDL=true | above_dayLowSoFar=true | above_PDO=true | above_RTHL=true,2026.01.05 16:27:34; 2026.01.06 15:57:22; 2026.01.09 18:33:07; 2026.01.12 15:41:34
RTH,12,5,2.8,50.0,4,1.71,40.0,50.0,0.49,1,above_ONL=true,2026.01.05 16:27:34; 2026.01.06 15:57:22; 2026.01.09 18:33:07; 2026.01.12 15:41:34
RTH,12,5,2.8,50.0,4,1.71,40.0,50.0,0.49,1,above_PDL=true,2026.01.05 16:27:34; 2026.01.06 15:57:22; 2026.01.09 18:33:07; 2026.01.12 15:41:34
RTH,12,5,2.8,50.0,4,1.71,40.0,50.0,0.49,4,above_PDL=true | above_midpoint=true | above_PDO=true | above_RTHL=true,2026.01.05 16:27:34; 2026.01.06 15:57:22; 2026.01.09 18:33:07; 2026.01.12 15:41:34
RTH,12,5,2.8,50.0,4,1.71,40.0,50.0,0.49,3,above_PDL=true | above_ONL=true | above_dayLowSoFar=true,2026.01.05 16:27:34; 2026.01.06 15:57:22; 2026.01.09 18:33:07; 2026.01.12 15:41:34
RTH,12,5,2.8,50.0,4,1.71,40.0,50.0,0.49,4,above_ONL=true | above_dayLowSoFar=true | above_midpoint=true | above_PDO=true,2026.01.05 16:27:34; 2026.01.06 15:57:22; 2026.01.09 18:33:07; 2026.01.12 15:41:34
RTH,12,5,2.8,50.0,4,1.71,40.0,50.0,0.49,4,above_ONL=true | above_dayLowSoFar=true | above_midpoint=true | above_RTHL=true,2026.01.05 16:27:34; 2026.01.06 15:57:22; 2026.01.09 18:33:07; 2026.01.12 15:41:34
RTH,12,5,2.8,50.0,4,1.71,40.0,50.0,0.49,4,above_ONL=true | above_dayLowSoFar=true | above_PDO=true | above_RTHL=true,2026.01.05 16:27:34; 2026.01.06 15:57:22; 2026.01.09 18:33:07; 2026.01.12 15:41:34
RTH,12,5,2.8,50.0,4,1.71,40.0,50.0,0.49,4,above_dayLowSoFar=true | above_midpoint=true | above_PDO=true | above_RTHL=true,2026.01.05 16:27:34; 2026.01.06 15:57:22; 2026.01.09 18:33:07; 2026.01.12 15:41:34
RTH,12,5,2.8,50.0,4,1.71,40.0,50.0,0.49,4,above_PDL=true | above_ONL=true | above_midpoint=true | above_RTHL=true,2026.01.05 16:27:34; 2026.01.06 15:57:22; 2026.01.09 18:33:07; 2026.01.12 15:41:34
RTH,12,5,2.8,50.0,4,1.71,40.0,50.0,0.49,4,above_ONL=true | above_midpoint=true | above_PDO=true | above_RTHL=true,2026.01.05 16:27:34; 2026.01.06 15:57:22; 2026.01.09 18:33:07; 2026.01.12 15:41:34
RTH,12,5,2.8,50.0,4,1.71,40.0,50.0,0.49,3,above_PDL=true | above_ONL=true | above_PDO=true,2026.01.05 16:27:34; 2026.01.06 15:57:22; 2026.01.09 18:33:07; 2026.01.12 15:41:34
full,12,8,1.7,60.0,8,1.7,60.0,50.0,0.99,1,above_dayLowSoFar=true,2026.01.05 16:27:34; 2026.01.06 03:48:49; 2026.01.06 15:57:22; 2026.01.09 10:38:02; 2026.01.09 18:33:07
