analysis_set,magic_prefix,magic_prefix_trades,magic_prefix_pf,magic_prefix_trade_rate,grp_trades,grp_pf,grp_traderate,grp_winrate,grp_net_profit,variable_count,variables,grouping_sampledates
full,10,12,0.49,70.0,5,999.0,20.0,100.0,1.98,3,dayBrokePDL=false | above_PDC=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,10,12,0.49,70.0,5,999.0,20.0,100.0,1.98,3,dayBrokePDL=false | above_PDC=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,10,12,0.49,70.0,5,999.0,20.0,100.0,1.98,4,dayBrokePDL=false | below_dayHighSoFar=true | above_PDL=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,dayBrokePDL=false | above_ONL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,dayBrokePDL=false | above_dayLowSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | below_dayHighSoFar=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | below_dayHighSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | above_PDL=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | above_PDL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | above_PDC=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | above_PDC=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | above_PDC=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | above_ONL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | above_dayLowSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | day_of_week=MON | below_dayHighSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | day_of_week=MON | above_PDL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | day_of_week=MON | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | day_of_week=MON | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | day_of_week=MON | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | day_of_week=MON | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,dayBrokePDL=false | above_PDL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | below_dayHighSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,dayBrokePDL=false | below_dayHighSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | above_PDL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,dayBrokePDL=false | day_of_week=MON | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,dayBrokePDL=false | day_of_week=MON | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | above_PDC=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | above_ONL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | above_dayLowSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | below_dayHighSoFar=true | above_PDL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | below_dayHighSoFar=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | below_dayHighSoFar=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | below_dayHighSoFar=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | below_dayHighSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_PDL=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_PDL=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_PDL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_PDL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_PDC=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_PDC=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_PDC=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_ONL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_dayLowSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_PDC=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_PDC=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_PDC=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_PDL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_PDL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_PDL=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_PDL=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | below_dayHighSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | below_dayHighSoFar=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | below_dayHighSoFar=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | below_dayHighSoFar=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | below_dayHighSoFar=true | above_PDL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | above_dayLowSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | above_ONL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,PD_trend=PD_red | day_of_week=MON | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | above_PDC=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,PD_trend=PD_red | day_of_week=MON | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,PD_trend=PD_red | day_of_week=MON | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | above_PDL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,PD_trend=PD_red | day_of_week=MON | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,PD_trend=PD_red | day_of_week=MON | above_PDL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,PD_trend=PD_red | day_of_week=MON | below_dayHighSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | below_dayHighSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,PD_trend=PD_red | dayBrokePDL=false | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,3,PD_trend=PD_red | dayBrokePDL=false | day_of_week=MON,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,2,day_of_week=MON | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,2,day_of_week=MON | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | day_of_week=MON | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | day_of_week=MON | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | day_of_week=MON | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | day_of_week=MON | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | day_of_week=MON | above_PDL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | dayBrokePDL=false | day_of_week=MON | below_dayHighSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,above_ONL=true | above_dayLowSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,above_PDC=true | above_dayLowSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,above_PDC=true | above_ONL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,2,dayBrokePDL=false | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,above_PDL=true | above_dayLowSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,above_PDL=true | above_ONL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,10,12,0.49,70.0,4,999.0,10.0,100.0,1.8,2,PD_trend=PD_red | day_of_week=MON,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,above_PDL=true | above_PDC=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_ONL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | day_of_week=MON | above_dayLowSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,below_dayHighSoFar=true | above_dayLowSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,below_dayHighSoFar=true | above_ONL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | below_dayHighSoFar=true | above_PDL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,below_dayHighSoFar=true | above_PDC=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,PD_trend=PD_red | below_dayHighSoFar=true | above_PDC=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,above_PDC=true | above_ONL=true | above_dayLowSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,below_dayHighSoFar=true | above_PDL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,above_PDL=true | above_ONL=true | above_dayLowSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,above_PDL=true | above_PDC=true | above_dayLowSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,4,above_PDL=true | above_PDC=true | above_ONL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | above_dayLowSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | above_ONL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | above_PDC=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | above_PDC=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | above_PDC=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | above_PDL=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | above_PDL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | above_PDL=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | above_PDL=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | below_dayHighSoFar=true | above_midpoint=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | below_dayHighSoFar=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | below_dayHighSoFar=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
full,15,5,999.0,20.0,4,999.0,10.0,100.0,1.8,3,day_of_week=MON | below_dayHighSoFar=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11
